Source,year,Sex,age,n,proportion,label
Longline fishery,2011,Male,23,2,0.01042,llfsh
Longline fishery,2011,Male,24,1,0.00521,llfsh
Longline fishery,2011,Male,25,11,0.05729,llfsh
Longline fishery,2012,Female,2,1,0.00313,llfsh
Longline fishery,2012,Female,3,18,0.05625,llfsh
Longline fishery,2012,Female,4,74,0.23125,llfsh
Longline fishery,2012,Female,5,78,0.24375,llfsh
Longline fishery,2012,Female,6,38,0.11875,llfsh
Longline fishery,2012,Female,7,16,0.05,llfsh
Longline fishery,2012,Female,8,22,0.06875,llfsh
Longline fishery,2012,Female,9,12,0.0375,llfsh
Longline fishery,2012,Female,10,7,0.02187,llfsh
Longline fishery,2012,Female,11,8,0.025,llfsh
Longline fishery,2012,Female,12,10,0.03125,llfsh
Longline fishery,2012,Female,13,10,0.03125,llfsh
Longline fishery,2012,Female,14,4,0.0125,llfsh
Longline fishery,2012,Female,15,9,0.02813,llfsh
Longline fishery,2012,Female,16,3,0.00938,llfsh
Longline fishery,2012,Female,17,3,0.00938,llfsh
Longline fishery,2012,Female,18,1,0.00313,llfsh
Longline fishery,2012,Female,19,1,0.00313,llfsh
Longline fishery,2012,Female,20,2,0.00625,llfsh
Longline fishery,2012,Female,21,0,0,llfsh
Longline fishery,2012,Female,22,0,0,llfsh
Longline fishery,2012,Female,23,0,0,llfsh
Longline fishery,2012,Female,24,0,0,llfsh
Longline fishery,2012,Female,25,3,0.00938,llfsh
Longline fishery,2012,Male,2,0,0,llfsh
Longline fishery,2012,Male,3,10,0.04975,llfsh
Longline fishery,2012,Male,4,32,0.1592,llfsh
Longline fishery,2012,Male,5,24,0.1194,llfsh
Longline fishery,2012,Male,6,16,0.0796,llfsh
Longline fishery,2012,Male,7,9,0.04478,llfsh
Longline fishery,2012,Male,8,7,0.03483,llfsh
Longline fishery,2012,Male,9,11,0.05473,llfsh
Longline fishery,2012,Male,10,7,0.03483,llfsh
Longline fishery,2012,Male,11,8,0.0398,llfsh
Longline fishery,2012,Male,12,8,0.0398,llfsh
Longline fishery,2012,Male,13,10,0.04975,llfsh
Longline fishery,2012,Male,14,16,0.0796,llfsh
Longline fishery,2012,Male,15,9,0.04478,llfsh
Longline fishery,2012,Male,16,3,0.01493,llfsh
Longline fishery,2012,Male,17,8,0.0398,llfsh
Longline fishery,2012,Male,18,4,0.0199,llfsh
Longline fishery,2012,Male,19,3,0.01493,llfsh
Longline fishery,2012,Male,20,1,0.00498,llfsh
Longline fishery,2012,Male,21,0,0,llfsh
Longline fishery,2012,Male,22,1,0.00498,llfsh
Longline fishery,2012,Male,23,1,0.00498,llfsh
Longline fishery,2012,Male,24,3,0.01493,llfsh
Longline fishery,2012,Male,25,10,0.04975,llfsh
Longline fishery,2013,Female,2,0,0,llfsh
Longline fishery,2013,Female,3,0,0,llfsh
Longline fishery,2013,Female,4,7,0.02905,llfsh
Longline fishery,2013,Female,5,38,0.15768,llfsh
Longline fishery,2013,Female,6,49,0.20332,llfsh
Longline fishery,2013,Female,7,48,0.19917,llfsh
Longline fishery,2013,Female,8,29,0.12033,llfsh
Longline fishery,2013,Female,9,12,0.04979,llfsh
Longline fishery,2013,Female,10,14,0.05809,llfsh
Longline fishery,2013,Female,11,9,0.03734,llfsh
Longline fishery,2013,Female,12,9,0.03734,llfsh
Longline fishery,2013,Female,13,5,0.02075,llfsh
Longline fishery,2013,Female,14,2,0.0083,llfsh
Longline fishery,2013,Female,15,8,0.0332,llfsh
Longline fishery,2013,Female,16,3,0.01245,llfsh
Longline fishery,2013,Female,17,1,0.00415,llfsh
Longline fishery,2013,Female,18,1,0.00415,llfsh
Longline fishery,2013,Female,19,0,0,llfsh
Longline fishery,2013,Female,20,0,0,llfsh
Longline fishery,2013,Female,21,0,0,llfsh
Longline fishery,2013,Female,22,0,0,llfsh
Longline fishery,2013,Female,23,0,0,llfsh
Longline fishery,2013,Female,24,1,0.00415,llfsh
Longline fishery,2013,Female,25,5,0.02075,llfsh
Longline fishery,2013,Male,2,0,0,llfsh
Longline fishery,2013,Male,3,0,0,llfsh
Longline fishery,2013,Male,4,10,0.04854,llfsh
Longline fishery,2013,Male,5,24,0.1165,llfsh
Longline fishery,2013,Male,6,41,0.19903,llfsh
Longline fishery,2013,Male,7,28,0.13592,llfsh
Longline fishery,2013,Male,8,17,0.08252,llfsh
Longline fishery,2013,Male,9,12,0.05825,llfsh
Longline fishery,2013,Male,10,10,0.04854,llfsh
Longline fishery,2013,Male,11,7,0.03398,llfsh
Longline fishery,2013,Male,12,10,0.04854,llfsh
Longline fishery,2013,Male,13,9,0.04369,llfsh
Longline fishery,2013,Male,14,5,0.02427,llfsh
Longline fishery,2013,Male,15,6,0.02913,llfsh
Longline fishery,2013,Male,16,7,0.03398,llfsh
Longline fishery,2013,Male,17,2,0.00971,llfsh
Longline fishery,2013,Male,18,3,0.01456,llfsh
Longline fishery,2013,Male,19,4,0.01942,llfsh
Longline fishery,2013,Male,20,0,0,llfsh
Longline fishery,2013,Male,21,1,0.00485,llfsh
Longline fishery,2013,Male,22,1,0.00485,llfsh
Longline fishery,2013,Male,23,0,0,llfsh
Longline fishery,2013,Male,24,1,0.00485,llfsh
Longline fishery,2013,Male,25,8,0.03883,llfsh
Longline fishery,2014,Female,2,0,0,llfsh
Longline fishery,2014,Female,3,0,0,llfsh
Longline fishery,2014,Female,4,13,0.04348,llfsh
Longline fishery,2014,Female,5,39,0.13043,llfsh
Longline fishery,2014,Female,6,58,0.19398,llfsh
Longline fishery,2014,Female,7,54,0.1806,llfsh
Longline fishery,2014,Female,8,39,0.13043,llfsh
Longline fishery,2014,Female,9,25,0.08361,llfsh
Longline fishery,2014,Female,10,13,0.04348,llfsh
Longline fishery,2014,Female,11,11,0.03679,llfsh
Longline fishery,2014,Female,12,6,0.02007,llfsh
Longline fishery,2014,Female,13,5,0.01672,llfsh
Longline fishery,2014,Female,14,5,0.01672,llfsh
Longline fishery,2014,Female,15,1,0.00334,llfsh
Longline fishery,2014,Female,16,8,0.02676,llfsh
Longline fishery,2014,Female,17,5,0.01672,llfsh
Longline fishery,2014,Female,18,9,0.0301,llfsh
Longline fishery,2014,Female,19,1,0.00334,llfsh
Longline fishery,2014,Female,20,3,0.01003,llfsh
Longline fishery,2014,Female,21,1,0.00334,llfsh
Longline fishery,2014,Female,22,1,0.00334,llfsh
Longline fishery,2014,Female,23,0,0,llfsh
Longline fishery,2014,Female,24,0,0,llfsh
Longline fishery,2014,Female,25,2,0.00669,llfsh
Longline fishery,2014,Male,2,0,0,llfsh
Longline fishery,2014,Male,3,0,0,llfsh
Longline fishery,2014,Male,4,5,0.02016,llfsh
Longline fishery,2014,Male,5,30,0.12097,llfsh
Longline fishery,2014,Male,6,42,0.16935,llfsh
Longline fishery,2014,Male,7,38,0.15323,llfsh
Longline fishery,2014,Male,8,26,0.10484,llfsh
Longline fishery,2014,Male,9,16,0.06452,llfsh
Longline fishery,2014,Male,10,12,0.04839,llfsh
Longline fishery,2014,Male,11,14,0.05645,llfsh
Longline fishery,2014,Male,12,4,0.01613,llfsh
Longline fishery,2014,Male,13,6,0.02419,llfsh
Longline fishery,2014,Male,14,14,0.05645,llfsh
Longline fishery,2014,Male,15,5,0.02016,llfsh
Longline fishery,2014,Male,16,8,0.03226,llfsh
Longline fishery,2014,Male,17,7,0.02823,llfsh
Longline fishery,2014,Male,18,2,0.00806,llfsh
Longline fishery,2014,Male,19,5,0.02016,llfsh
Longline fishery,2014,Male,20,3,0.0121,llfsh
Longline fishery,2014,Male,21,0,0,llfsh
Longline fishery,2014,Male,22,3,0.0121,llfsh
Longline fishery,2014,Male,23,2,0.00806,llfsh
Longline fishery,2014,Male,24,2,0.00806,llfsh
Longline fishery,2014,Male,25,4,0.01613,llfsh
Longline fishery,2015,Female,2,1,0.0035,llfsh
Longline fishery,2015,Female,3,8,0.02797,llfsh
Longline fishery,2015,Female,4,18,0.06294,llfsh
Longline fishery,2015,Female,5,48,0.16783,llfsh
Longline fishery,2015,Female,6,71,0.24825,llfsh
Longline fishery,2015,Female,7,56,0.1958,llfsh
Longline fishery,2015,Female,8,26,0.09091,llfsh
Longline fishery,2015,Female,9,16,0.05594,llfsh
Longline fishery,2015,Female,10,13,0.04545,llfsh
Longline fishery,2015,Female,11,6,0.02098,llfsh
Longline fishery,2015,Female,12,5,0.01748,llfsh
Longline fishery,2015,Female,13,1,0.0035,llfsh
Longline fishery,2015,Female,14,1,0.0035,llfsh
Longline fishery,2015,Female,15,4,0.01399,llfsh
Longline fishery,2015,Female,16,5,0.01748,llfsh
Longline fishery,2015,Female,17,3,0.01049,llfsh
Longline fishery,2015,Female,18,2,0.00699,llfsh
Longline fishery,2015,Female,19,0,0,llfsh
Longline fishery,2015,Female,20,1,0.0035,llfsh
Longline fishery,2015,Female,21,0,0,llfsh
Longline fishery,2015,Female,22,0,0,llfsh
Longline fishery,2015,Female,23,0,0,llfsh
Longline fishery,2015,Female,24,0,0,llfsh
Longline fishery,2015,Female,25,1,0.0035,llfsh
Longline fishery,2015,Male,2,0,0,llfsh
Longline fishery,2015,Male,3,3,0.01463,llfsh
Longline fishery,2015,Male,4,15,0.07317,llfsh
Longline fishery,2015,Male,5,30,0.14634,llfsh
Longline fishery,2015,Male,6,38,0.18537,llfsh
Longline fishery,2015,Male,7,34,0.16585,llfsh
Longline fishery,2015,Male,8,15,0.07317,llfsh
Longline fishery,2015,Male,9,14,0.06829,llfsh
Longline fishery,2015,Male,10,6,0.02927,llfsh
Longline fishery,2015,Male,11,5,0.02439,llfsh
Longline fishery,2015,Male,12,4,0.01951,llfsh
Longline fishery,2015,Male,13,9,0.0439,llfsh
Longline fishery,2015,Male,14,3,0.01463,llfsh
Longline fishery,2015,Male,15,5,0.02439,llfsh
Longline fishery,2015,Male,16,6,0.02927,llfsh
Longline fishery,2015,Male,17,5,0.02439,llfsh
Longline fishery,2015,Male,18,3,0.01463,llfsh
Longline fishery,2015,Male,19,2,0.00976,llfsh
Longline fishery,2015,Male,20,1,0.00488,llfsh
Longline fishery,2015,Male,21,3,0.01463,llfsh
Longline fishery,2015,Male,22,1,0.00488,llfsh
Longline fishery,2015,Male,23,0,0,llfsh
Longline fishery,2015,Male,24,1,0.00488,llfsh
Longline fishery,2015,Male,25,2,0.00976,llfsh
Longline fishery,2016,Female,2,3,0.01027,llfsh
Longline fishery,2016,Female,3,22,0.07534,llfsh
Longline fishery,2016,Female,4,56,0.19178,llfsh
Longline fishery,2016,Female,5,51,0.17466,llfsh
Longline fishery,2016,Female,6,51,0.17466,llfsh
Longline fishery,2016,Female,7,34,0.11644,llfsh
Longline fishery,2016,Female,8,25,0.08562,llfsh
Longline fishery,2016,Female,9,15,0.05137,llfsh
Longline fishery,2016,Female,10,6,0.02055,llfsh
Longline fishery,2016,Female,11,5,0.01712,llfsh
Longline fishery,2016,Female,12,4,0.0137,llfsh
Longline fishery,2016,Female,13,4,0.0137,llfsh
Longline fishery,2016,Female,14,2,0.00685,llfsh
Longline fishery,2016,Female,15,3,0.01027,llfsh
Longline fishery,2016,Female,16,3,0.01027,llfsh
Longline fishery,2016,Female,17,1,0.00342,llfsh
Longline fishery,2016,Female,18,2,0.00685,llfsh
Longline fishery,2016,Female,19,1,0.00342,llfsh
Longline fishery,2016,Female,20,2,0.00685,llfsh
Longline fishery,2016,Female,21,0,0,llfsh
Longline fishery,2016,Female,22,0,0,llfsh
Longline fishery,2016,Female,23,1,0.00342,llfsh
Longline fishery,2016,Female,24,1,0.00342,llfsh
Longline fishery,2016,Female,25,0,0,llfsh
Longline fishery,2016,Male,2,2,0.00962,llfsh
Longline fishery,2016,Male,3,20,0.09615,llfsh
Longline fishery,2016,Male,4,18,0.08654,llfsh
Longline fishery,2016,Male,5,33,0.15865,llfsh
Longline fishery,2016,Male,6,29,0.13942,llfsh
Longline fishery,2016,Male,7,15,0.07212,llfsh
Longline fishery,2016,Male,8,12,0.05769,llfsh
Longline fishery,2016,Male,9,19,0.09135,llfsh
Longline fishery,2016,Male,10,5,0.02404,llfsh
Longline fishery,2016,Male,11,7,0.03365,llfsh
Longline fishery,2016,Male,12,6,0.02885,llfsh
Longline fishery,2016,Male,13,4,0.01923,llfsh
Longline fishery,2016,Male,14,3,0.01442,llfsh
Longline fishery,2016,Male,15,4,0.01923,llfsh
Longline fishery,2016,Male,16,6,0.02885,llfsh
Longline fishery,2016,Male,17,2,0.00962,llfsh
Longline fishery,2016,Male,18,4,0.01923,llfsh
Longline fishery,2016,Male,19,3,0.01442,llfsh
Longline fishery,2016,Male,20,2,0.00962,llfsh
Longline fishery,2016,Male,21,4,0.01923,llfsh
Longline fishery,2016,Male,22,3,0.01442,llfsh
Longline fishery,2016,Male,23,2,0.00962,llfsh
Longline fishery,2016,Male,24,0,0,llfsh
Longline fishery,2016,Male,25,5,0.02404,llfsh
Longline fishery,2017,Female,2,1,0.00267,llfsh
Longline fishery,2017,Female,3,11,0.02933,llfsh
Longline fishery,2017,Female,4,36,0.096,llfsh
Longline fishery,2017,Female,5,73,0.19467,llfsh
Longline fishery,2017,Female,6,71,0.18933,llfsh
Longline fishery,2017,Female,7,67,0.17867,llfsh
Longline fishery,2017,Female,8,40,0.10667,llfsh
Longline fishery,2017,Female,9,12,0.032,llfsh
Longline fishery,2017,Female,10,11,0.02933,llfsh
Longline fishery,2017,Female,11,9,0.024,llfsh
Longline fishery,2017,Female,12,10,0.02667,llfsh
Longline fishery,2017,Female,13,9,0.024,llfsh
Longline fishery,2017,Female,14,3,0.008,llfsh
Longline fishery,2017,Female,15,3,0.008,llfsh
Longline fishery,2017,Female,16,4,0.01067,llfsh
Longline fishery,2017,Female,17,4,0.01067,llfsh
Longline fishery,2017,Female,18,2,0.00533,llfsh
Longline fishery,2017,Female,19,2,0.00533,llfsh
Longline fishery,2017,Female,20,0,0,llfsh
Longline fishery,2017,Female,21,1,0.00267,llfsh
Longline fishery,2017,Female,22,1,0.00267,llfsh
Longline fishery,2017,Female,23,1,0.00267,llfsh
Longline fishery,2017,Female,24,1,0.00267,llfsh
Longline fishery,2017,Female,25,3,0.008,llfsh
Longline fishery,2017,Male,2,1,0.00585,llfsh
Longline fishery,2017,Male,3,1,0.00585,llfsh
Longline fishery,2017,Male,4,14,0.08187,llfsh
Longline fishery,2017,Male,5,31,0.18129,llfsh
Longline fishery,2017,Male,6,30,0.17544,llfsh
Longline fishery,2017,Male,7,20,0.11696,llfsh
Longline fishery,2017,Male,8,13,0.07602,llfsh
Longline fishery,2017,Male,9,13,0.07602,llfsh
Longline fishery,2017,Male,10,13,0.07602,llfsh
Longline fishery,2017,Male,11,13,0.07602,llfsh
Longline fishery,2017,Male,12,6,0.03509,llfsh
Longline fishery,2017,Male,13,2,0.0117,llfsh
Longline fishery,2017,Male,14,5,0.02924,llfsh
Longline fishery,2017,Male,15,2,0.0117,llfsh
Longline fishery,2017,Male,16,1,0.00585,llfsh
Longline fishery,2017,Male,17,0,0,llfsh
Longline fishery,2017,Male,18,1,0.00585,llfsh
Longline fishery,2017,Male,19,0,0,llfsh
Longline fishery,2017,Male,20,1,0.00585,llfsh
Longline fishery,2017,Male,21,0,0,llfsh
Longline fishery,2017,Male,22,0,0,llfsh
Longline fishery,2017,Male,23,1,0.00585,llfsh
Longline fishery,2017,Male,24,1,0.00585,llfsh
Longline fishery,2017,Male,25,2,0.0117,llfsh
Longline fishery,2018,Female,2,0,0,llfsh
Longline fishery,2018,Female,3,10,0.02646,llfsh
Longline fishery,2018,Female,4,39,0.10317,llfsh
Longline fishery,2018,Female,5,61,0.16138,llfsh
Longline fishery,2018,Female,6,93,0.24603,llfsh
Longline fishery,2018,Female,7,63,0.16667,llfsh
Longline fishery,2018,Female,8,32,0.08466,llfsh
Longline fishery,2018,Female,9,22,0.0582,llfsh
Longline fishery,2018,Female,10,12,0.03175,llfsh
Longline fishery,2018,Female,11,10,0.02646,llfsh
Longline fishery,2018,Female,12,8,0.02116,llfsh
Longline fishery,2018,Female,13,6,0.01587,llfsh
Longline fishery,2018,Female,14,4,0.01058,llfsh
Longline fishery,2018,Female,15,2,0.00529,llfsh
Longline fishery,2018,Female,16,1,0.00265,llfsh
Longline fishery,2018,Female,17,2,0.00529,llfsh
Longline fishery,2018,Female,18,1,0.00265,llfsh
Longline fishery,2018,Female,19,0,0,llfsh
Longline fishery,2018,Female,20,1,0.00265,llfsh
Longline fishery,2018,Female,21,3,0.00794,llfsh
Longline fishery,2018,Female,22,1,0.00265,llfsh
Longline fishery,2018,Female,23,3,0.00794,llfsh
Longline fishery,2018,Female,24,0,0,llfsh
Longline fishery,2018,Female,25,4,0.01058,llfsh
Longline fishery,2018,Male,2,0,0,llfsh
Longline fishery,2018,Male,3,1,0.00465,llfsh
Longline fishery,2018,Male,4,11,0.05116,llfsh
Longline fishery,2018,Male,5,28,0.13023,llfsh
Longline fishery,2018,Male,6,30,0.13953,llfsh
Longline fishery,2018,Male,7,27,0.12558,llfsh
Longline fishery,2018,Male,8,13,0.06047,llfsh
Longline fishery,2018,Male,9,15,0.06977,llfsh
Longline fishery,2018,Male,10,14,0.06512,llfsh
Longline fishery,2018,Male,11,9,0.04186,llfsh
Longline fishery,2018,Male,12,7,0.03256,llfsh
Longline fishery,2018,Male,13,6,0.02791,llfsh
Longline fishery,2018,Male,14,6,0.02791,llfsh
Longline fishery,2018,Male,15,5,0.02326,llfsh
Longline fishery,2018,Male,16,3,0.01395,llfsh
Longline fishery,2018,Male,17,3,0.01395,llfsh
Longline fishery,2018,Male,18,5,0.02326,llfsh
Longline fishery,2018,Male,19,1,0.00465,llfsh
Longline fishery,2018,Male,20,3,0.01395,llfsh
Longline fishery,2018,Male,21,3,0.01395,llfsh
Longline fishery,2018,Male,22,1,0.00465,llfsh
Longline fishery,2018,Male,23,4,0.0186,llfsh
Longline fishery,2018,Male,24,5,0.02326,llfsh
Longline fishery,2018,Male,25,15,0.06977,llfsh
Longline fishery,2019,Female,2,1,0.00216,llfsh
Longline fishery,2019,Female,3,12,0.02592,llfsh
Longline fishery,2019,Female,4,47,0.10151,llfsh
Longline fishery,2019,Female,5,106,0.22894,llfsh
Longline fishery,2019,Female,6,112,0.2419,llfsh
Longline fishery,2019,Female,7,60,0.12959,llfsh
Longline fishery,2019,Female,8,44,0.09503,llfsh
Longline fishery,2019,Female,9,26,0.05616,llfsh
Longline fishery,2019,Female,10,16,0.03456,llfsh
Longline fishery,2019,Female,11,9,0.01944,llfsh
Longline fishery,2019,Female,12,7,0.01512,llfsh
Longline fishery,2019,Female,13,3,0.00648,llfsh
Longline fishery,2019,Female,14,2,0.00432,llfsh
Longline fishery,2019,Female,15,2,0.00432,llfsh
Longline fishery,2019,Female,16,1,0.00216,llfsh
Longline fishery,2019,Female,17,1,0.00216,llfsh
Longline fishery,2019,Female,18,0,0,llfsh
Longline fishery,2019,Female,19,4,0.00864,llfsh
Longline fishery,2019,Female,20,0,0,llfsh
Longline fishery,2019,Female,21,2,0.00432,llfsh
Longline fishery,2019,Female,22,2,0.00432,llfsh
Longline fishery,2019,Female,23,0,0,llfsh
Longline fishery,2019,Female,24,3,0.00648,llfsh
Longline fishery,2019,Female,25,3,0.00648,llfsh
Longline fishery,2019,Male,2,0,0,llfsh
Longline fishery,2019,Male,3,2,0.01058,llfsh
Longline fishery,2019,Male,4,17,0.08995,llfsh
Longline fishery,2019,Male,5,27,0.14286,llfsh
Longline fishery,2019,Male,6,33,0.1746,llfsh
Longline fishery,2019,Male,7,23,0.12169,llfsh
Longline fishery,2019,Male,8,23,0.12169,llfsh
Longline fishery,2019,Male,9,11,0.0582,llfsh
Longline fishery,2019,Male,10,6,0.03175,llfsh
Longline fishery,2019,Male,11,9,0.04762,llfsh
Longline fishery,2019,Male,12,6,0.03175,llfsh
Longline fishery,2019,Male,13,2,0.01058,llfsh
Longline fishery,2019,Male,14,1,0.00529,llfsh
Longline fishery,2019,Male,15,1,0.00529,llfsh
Longline fishery,2019,Male,16,3,0.01587,llfsh
Longline fishery,2019,Male,17,0,0,llfsh
Longline fishery,2019,Male,18,3,0.01587,llfsh
Longline fishery,2019,Male,19,1,0.00529,llfsh
Longline fishery,2019,Male,20,2,0.01058,llfsh
Longline fishery,2019,Male,21,3,0.01587,llfsh
Longline fishery,2019,Male,22,2,0.01058,llfsh
Longline fishery,2019,Male,23,1,0.00529,llfsh
Longline fishery,2019,Male,24,1,0.00529,llfsh
Longline fishery,2019,Male,25,12,0.06349,llfsh
Longline fishery,2020,Female,2,0,0,llfsh
Longline fishery,2020,Female,3,0,0,llfsh
Longline fishery,2020,Female,4,16,0.05755,llfsh
Longline fishery,2020,Female,5,71,0.2554,llfsh
Longline fishery,2020,Female,6,95,0.34173,llfsh
Longline fishery,2020,Female,7,50,0.17986,llfsh
Longline fishery,2020,Female,8,23,0.08273,llfsh
Longline fishery,2020,Female,9,7,0.02518,llfsh
Longline fishery,2020,Female,10,5,0.01799,llfsh
Longline fishery,2020,Female,11,2,0.00719,llfsh
Longline fishery,2020,Female,12,1,0.0036,llfsh
Longline fishery,2020,Female,13,1,0.0036,llfsh
Longline fishery,2020,Female,14,4,0.01439,llfsh
Longline fishery,2020,Female,15,1,0.0036,llfsh
Longline fishery,2020,Female,16,0,0,llfsh
Longline fishery,2020,Female,17,0,0,llfsh
Longline fishery,2020,Female,18,0,0,llfsh
Longline fishery,2020,Female,19,2,0.00719,llfsh
Longline fishery,2020,Female,20,0,0,llfsh
Longline fishery,2020,Female,21,0,0,llfsh
Longline fishery,2020,Female,22,0,0,llfsh
Longline fishery,2020,Female,23,0,0,llfsh
Longline fishery,2020,Female,24,0,0,llfsh
Longline fishery,2020,Female,25,0,0,llfsh
Longline fishery,2020,Male,2,0,0,llfsh
Longline fishery,2020,Male,3,0,0,llfsh
Longline fishery,2020,Male,4,7,0.051090000000000003,llfsh
Longline fishery,2020,Male,5,40,0.29197,llfsh
Longline fishery,2020,Male,6,25,0.18248,llfsh
Longline fishery,2020,Male,7,20,0.14599,llfsh
Longline fishery,2020,Male,8,21,0.15328,llfsh
Longline fishery,2020,Male,9,9,0.06569,llfsh
Longline fishery,2020,Male,10,5,0.0365,llfsh
Longline fishery,2020,Male,11,5,0.0365,llfsh
Longline fishery,2020,Male,12,2,0.0146,llfsh
Longline fishery,2020,Male,13,0,0,llfsh
Longline fishery,2020,Male,14,0,0,llfsh
Longline fishery,2020,Male,15,0,0,llfsh
Longline fishery,2020,Male,16,0,0,llfsh
Longline fishery,2020,Male,17,0,0,llfsh
Longline fishery,2020,Male,18,0,0,llfsh
Longline fishery,2020,Male,19,0,0,llfsh
Longline fishery,2020,Male,20,2,0.0146,llfsh
Longline fishery,2020,Male,21,0,0,llfsh
Longline fishery,2020,Male,22,0,0,llfsh
Longline fishery,2020,Male,23,1,0.0073,llfsh
Longline fishery,2020,Male,24,0,0,llfsh
Longline fishery,2020,Male,25,0,0,llfsh
Longline fishery,2021,Female,2,0,0,llfsh
Longline fishery,2021,Female,3,0,0,llfsh
Longline fishery,2021,Female,4,5,0.05814,llfsh
Longline fishery,2021,Female,5,10,0.11628,llfsh
Longline fishery,2021,Female,6,17,0.19767,llfsh
Longline fishery,2021,Female,7,22,0.25581,llfsh
Longline fishery,2021,Female,8,11,0.12791,llfsh
Longline fishery,2021,Female,9,4,0.04651,llfsh
Longline fishery,2021,Female,10,4,0.04651,llfsh
Longline fishery,2021,Female,11,2,0.02326,llfsh
Longline fishery,2021,Female,12,2,0.02326,llfsh
Longline fishery,2021,Female,13,1,0.01163,llfsh
Longline fishery,2021,Female,14,0,0,llfsh
Longline fishery,2021,Female,15,0,0,llfsh
Longline fishery,2021,Female,16,2,0.02326,llfsh
Longline fishery,2021,Female,17,0,0,llfsh
Longline fishery,2021,Female,18,1,0.01163,llfsh
Longline fishery,2021,Female,19,0,0,llfsh
Longline fishery,2021,Female,20,1,0.01163,llfsh
Longline fishery,2021,Female,21,0,0,llfsh
Longline fishery,2021,Female,22,1,0.01163,llfsh
Longline fishery,2021,Female,23,0,0,llfsh
Longline fishery,2021,Female,24,0,0,llfsh
Longline fishery,2021,Female,25,3,0.03488,llfsh
Longline fishery,2021,Male,2,0,0,llfsh
Longline fishery,2021,Male,3,0,0,llfsh
Longline fishery,2021,Male,4,4,0.0678,llfsh
Longline fishery,2021,Male,5,17,0.28814,llfsh
Longline fishery,2021,Male,6,13,0.22034,llfsh
Longline fishery,2021,Male,7,9,0.15254,llfsh
Longline fishery,2021,Male,8,4,0.0678,llfsh
Longline fishery,2021,Male,9,4,0.0678,llfsh
Longline fishery,2021,Male,10,1,0.01695,llfsh
Longline fishery,2021,Male,11,3,0.05085,llfsh
Longline fishery,2021,Male,12,1,0.01695,llfsh
Longline fishery,2021,Male,13,2,0.0339,llfsh
Longline fishery,2021,Male,14,1,0.01695,llfsh
Longline fishery,2021,Male,15,0,0,llfsh
Longline fishery,2021,Male,16,0,0,llfsh
Longline fishery,2021,Male,17,0,0,llfsh
Longline fishery,2021,Male,18,0,0,llfsh
Longline fishery,2021,Male,19,0,0,llfsh
Longline fishery,2021,Male,20,0,0,llfsh
Longline fishery,2021,Male,21,0,0,llfsh
Longline fishery,2021,Male,22,0,0,llfsh
Longline fishery,2021,Male,23,0,0,llfsh
Longline fishery,2021,Male,24,0,0,llfsh
Longline fishery,2021,Male,25,0,0,llfsh
Longline fishery,2023,Female,2,0,0,llfsh
Longline fishery,2023,Female,3,1,0.01613,llfsh
Longline fishery,2023,Female,4,3,0.04839,llfsh
Longline fishery,2023,Female,5,1,0.01613,llfsh
Longline fishery,2023,Female,6,12,0.19355,llfsh
Longline fishery,2023,Female,7,8,0.12903,llfsh
Longline fishery,2023,Female,8,11,0.17742,llfsh
Longline fishery,2023,Female,9,11,0.17742,llfsh
Longline fishery,2023,Female,10,3,0.04839,llfsh
Longline fishery,2023,Female,11,2,0.03226,llfsh
Longline fishery,2023,Female,12,3,0.04839,llfsh
Longline fishery,2023,Female,13,1,0.01613,llfsh
Longline fishery,2023,Female,14,0,0,llfsh
Longline fishery,2023,Female,15,0,0,llfsh
Longline fishery,2023,Female,16,0,0,llfsh
Longline fishery,2023,Female,17,1,0.01613,llfsh
Longline fishery,2023,Female,18,1,0.01613,llfsh
Longline fishery,2023,Female,19,0,0,llfsh
Longline fishery,2023,Female,20,1,0.01613,llfsh
Longline fishery,2023,Female,21,1,0.01613,llfsh
Longline fishery,2023,Female,22,0,0,llfsh
Longline fishery,2023,Female,23,0,0,llfsh
Longline fishery,2023,Female,24,0,0,llfsh
Longline fishery,2023,Female,25,2,0.03226,llfsh
Longline fishery,2023,Male,2,0,0,llfsh
Longline fishery,2023,Male,3,0,0,llfsh
Longline fishery,2023,Male,4,4,0.15385,llfsh
Longline fishery,2023,Male,5,4,0.15385,llfsh
Longline fishery,2023,Male,6,3,0.11538,llfsh
Longline fishery,2023,Male,7,5,0.19231,llfsh
Longline fishery,2023,Male,8,2,0.07692,llfsh
Longline fishery,2023,Male,9,0,0,llfsh
Longline fishery,2023,Male,10,0,0,llfsh
Longline fishery,2023,Male,11,0,0,llfsh
Longline fishery,2023,Male,12,1,0.03846,llfsh
Longline fishery,2023,Male,13,0,0,llfsh
Longline fishery,2023,Male,14,1,0.03846,llfsh
Longline fishery,2023,Male,15,2,0.07692,llfsh
Longline fishery,2023,Male,16,1,0.03846,llfsh
Longline fishery,2023,Male,17,0,0,llfsh
Longline fishery,2023,Male,18,1,0.03846,llfsh
Longline fishery,2023,Male,19,1,0.03846,llfsh
Longline fishery,2023,Male,20,0,0,llfsh
Longline fishery,2023,Male,21,1,0.03846,llfsh
Longline fishery,2023,Male,22,0,0,llfsh
Longline fishery,2023,Male,23,0,0,llfsh
Longline fishery,2023,Male,24,0,0,llfsh
