Source,year,Sex,age,n,proportion,label
Longline survey,1998,Female,21,1,0.00826,llsrv
Longline survey,1998,Female,22,0,0,llsrv
Longline survey,1998,Female,23,1,0.00826,llsrv
Longline survey,1998,Female,24,0,0,llsrv
Longline survey,1998,Female,25,1,0.00826,llsrv
Longline survey,1998,Male,2,2,0.01307,llsrv
Longline survey,1998,Male,3,6,0.03922,llsrv
Longline survey,1998,Male,4,18,0.11765,llsrv
Longline survey,1998,Male,5,21,0.13725,llsrv
Longline survey,1998,Male,6,16,0.10458,llsrv
Longline survey,1998,Male,7,11,0.0719,llsrv
Longline survey,1998,Male,8,18,0.11765,llsrv
Longline survey,1998,Male,9,11,0.0719,llsrv
Longline survey,1998,Male,10,12,0.07843,llsrv
Longline survey,1998,Male,11,5,0.03268,llsrv
Longline survey,1998,Male,12,1,0.00654,llsrv
Longline survey,1998,Male,13,2,0.01307,llsrv
Longline survey,1998,Male,14,3,0.01961,llsrv
Longline survey,1998,Male,15,3,0.01961,llsrv
Longline survey,1998,Male,16,0,0,llsrv
Longline survey,1998,Male,17,1,0.00654,llsrv
Longline survey,1998,Male,18,2,0.01307,llsrv
Longline survey,1998,Male,19,4,0.02614,llsrv
Longline survey,1998,Male,20,0,0,llsrv
Longline survey,1998,Male,21,2,0.01307,llsrv
Longline survey,1998,Male,22,3,0.01961,llsrv
Longline survey,1998,Male,23,3,0.01961,llsrv
Longline survey,1998,Male,24,0,0,llsrv
Longline survey,1998,Male,25,9,0.05882,llsrv
Longline survey,1999,Female,2,68,0.20482,llsrv
Longline survey,1999,Female,3,51,0.15361,llsrv
Longline survey,1999,Female,4,81,0.24398,llsrv
Longline survey,1999,Female,5,53,0.15964,llsrv
Longline survey,1999,Female,6,27,0.08133,llsrv
Longline survey,1999,Female,7,17,0.0512,llsrv
Longline survey,1999,Female,8,11,0.03313,llsrv
Longline survey,1999,Female,9,7,0.02108,llsrv
Longline survey,1999,Female,10,2,0.00602,llsrv
Longline survey,1999,Female,11,4,0.01205,llsrv
Longline survey,1999,Female,12,2,0.00602,llsrv
Longline survey,1999,Female,13,0,0,llsrv
Longline survey,1999,Female,14,0,0,llsrv
Longline survey,1999,Female,15,3,0.00904,llsrv
Longline survey,1999,Female,16,0,0,llsrv
Longline survey,1999,Female,17,1,0.00301,llsrv
Longline survey,1999,Female,18,0,0,llsrv
Longline survey,1999,Female,19,1,0.00301,llsrv
Longline survey,1999,Female,20,1,0.00301,llsrv
Longline survey,1999,Female,21,1,0.00301,llsrv
Longline survey,1999,Female,22,0,0,llsrv
Longline survey,1999,Female,23,2,0.00602,llsrv
Longline survey,1999,Female,24,0,0,llsrv
Longline survey,1999,Female,25,0,0,llsrv
Longline survey,1999,Male,2,38,0.14126,llsrv
Longline survey,1999,Male,3,32,0.11896,llsrv
Longline survey,1999,Male,4,75,0.27881,llsrv
Longline survey,1999,Male,5,32,0.11896,llsrv
Longline survey,1999,Male,6,12,0.04461,llsrv
Longline survey,1999,Male,7,15,0.05576,llsrv
Longline survey,1999,Male,8,10,0.03717,llsrv
Longline survey,1999,Male,9,8,0.02974,llsrv
Longline survey,1999,Male,10,2,0.00743,llsrv
Longline survey,1999,Male,11,3,0.01115,llsrv
Longline survey,1999,Male,12,4,0.01487,llsrv
Longline survey,1999,Male,13,2,0.00743,llsrv
Longline survey,1999,Male,14,1,0.0037200000000000002,llsrv
Longline survey,1999,Male,15,4,0.01487,llsrv
Longline survey,1999,Male,16,1,0.0037200000000000002,llsrv
Longline survey,1999,Male,17,0,0,llsrv
Longline survey,1999,Male,18,3,0.01115,llsrv
Longline survey,1999,Male,19,4,0.01487,llsrv
Longline survey,1999,Male,20,5,0.01859,llsrv
Longline survey,1999,Male,21,2,0.00743,llsrv
Longline survey,1999,Male,22,3,0.01115,llsrv
Longline survey,1999,Male,23,1,0.0037200000000000002,llsrv
Longline survey,1999,Male,24,2,0.00743,llsrv
Longline survey,1999,Male,25,10,0.03717,llsrv
Longline survey,2000,Female,2,2,0.00957,llsrv
Longline survey,2000,Female,3,17,0.08134,llsrv
Longline survey,2000,Female,4,21,0.10048,llsrv
Longline survey,2000,Female,5,25,0.11962,llsrv
Longline survey,2000,Female,6,35,0.16746,llsrv
Longline survey,2000,Female,7,51,0.24402,llsrv
Longline survey,2000,Female,8,29,0.13876,llsrv
Longline survey,2000,Female,9,2,0.00957,llsrv
Longline survey,2000,Female,10,8,0.03828,llsrv
Longline survey,2000,Female,11,4,0.01914,llsrv
Longline survey,2000,Female,12,1,0.00478,llsrv
Longline survey,2000,Female,13,5,0.02392,llsrv
Longline survey,2000,Female,14,2,0.00957,llsrv
Longline survey,2000,Female,15,0,0,llsrv
Longline survey,2000,Female,16,0,0,llsrv
Longline survey,2000,Female,17,0,0,llsrv
Longline survey,2000,Female,18,2,0.00957,llsrv
Longline survey,2000,Female,19,0,0,llsrv
Longline survey,2000,Female,20,1,0.00478,llsrv
Longline survey,2000,Female,21,1,0.00478,llsrv
Longline survey,2000,Female,22,2,0.00957,llsrv
Longline survey,2000,Female,23,0,0,llsrv
Longline survey,2000,Female,24,0,0,llsrv
Longline survey,2000,Female,25,1,0.00478,llsrv
Longline survey,2000,Male,2,2,0.00833,llsrv
Longline survey,2000,Male,3,12,0.05,llsrv
Longline survey,2000,Male,4,22,0.09167,llsrv
Longline survey,2000,Male,5,30,0.125,llsrv
Longline survey,2000,Male,6,38,0.15833,llsrv
Longline survey,2000,Male,7,46,0.19167,llsrv
Longline survey,2000,Male,8,19,0.07917,llsrv
Longline survey,2000,Male,9,1,0.00417,llsrv
Longline survey,2000,Male,10,10,0.04167,llsrv
Longline survey,2000,Male,11,7,0.02917,llsrv
Longline survey,2000,Male,12,3,0.0125,llsrv
Longline survey,2000,Male,13,7,0.02917,llsrv
Longline survey,2000,Male,14,2,0.00833,llsrv
Longline survey,2000,Male,15,2,0.00833,llsrv
Longline survey,2000,Male,16,4,0.01667,llsrv
Longline survey,2000,Male,17,5,0.02083,llsrv
Longline survey,2000,Male,18,5,0.02083,llsrv
Longline survey,2000,Male,19,1,0.00417,llsrv
Longline survey,2000,Male,20,1,0.00417,llsrv
Longline survey,2000,Male,21,2,0.00833,llsrv
Longline survey,2000,Male,22,4,0.01667,llsrv
Longline survey,2000,Male,23,9,0.0375,llsrv
Longline survey,2000,Male,24,2,0.00833,llsrv
Longline survey,2000,Male,25,6,0.025,llsrv
Longline survey,2001,Female,2,0,0,llsrv
Longline survey,2001,Female,3,3,0.01351,llsrv
Longline survey,2001,Female,4,6,0.02703,llsrv
Longline survey,2001,Female,5,13,0.05856,llsrv
Longline survey,2001,Female,6,34,0.15315,llsrv
Longline survey,2001,Female,7,21,0.09459,llsrv
Longline survey,2001,Female,8,71,0.31982,llsrv
Longline survey,2001,Female,9,14,0.06306,llsrv
Longline survey,2001,Female,10,18,0.08108,llsrv
Longline survey,2001,Female,11,15,0.06757,llsrv
Longline survey,2001,Female,12,8,0.03604,llsrv
Longline survey,2001,Female,13,3,0.01351,llsrv
Longline survey,2001,Female,14,6,0.02703,llsrv
Longline survey,2001,Female,15,0,0,llsrv
Longline survey,2001,Female,16,1,0.0045,llsrv
Longline survey,2001,Female,17,0,0,llsrv
Longline survey,2001,Female,18,2,0.00901,llsrv
Longline survey,2001,Female,19,0,0,llsrv
Longline survey,2001,Female,20,2,0.00901,llsrv
Longline survey,2001,Female,21,0,0,llsrv
Longline survey,2001,Female,22,1,0.0045,llsrv
Longline survey,2001,Female,23,0,0,llsrv
Longline survey,2001,Female,24,1,0.0045,llsrv
Longline survey,2001,Female,25,3,0.01351,llsrv
Longline survey,2001,Male,2,1,0.00472,llsrv
Longline survey,2001,Male,3,7,0.03302,llsrv
Longline survey,2001,Male,4,4,0.01887,llsrv
Longline survey,2001,Male,5,12,0.0566,llsrv
Longline survey,2001,Male,6,23,0.10849,llsrv
Longline survey,2001,Male,7,26,0.12264,llsrv
Longline survey,2001,Male,8,48,0.22642,llsrv
Longline survey,2001,Male,9,17,0.08019,llsrv
Longline survey,2001,Male,10,10,0.04717,llsrv
Longline survey,2001,Male,11,15,0.07075,llsrv
Longline survey,2001,Male,12,6,0.0283,llsrv
Longline survey,2001,Male,13,5,0.02358,llsrv
Longline survey,2001,Male,14,1,0.00472,llsrv
Longline survey,2001,Male,15,1,0.00472,llsrv
Longline survey,2001,Male,16,0,0,llsrv
Longline survey,2001,Male,17,6,0.0283,llsrv
Longline survey,2001,Male,18,2,0.00943,llsrv
Longline survey,2001,Male,19,3,0.01415,llsrv
Longline survey,2001,Male,20,3,0.01415,llsrv
Longline survey,2001,Male,21,4,0.01887,llsrv
Longline survey,2001,Male,22,2,0.00943,llsrv
Longline survey,2001,Male,23,1,0.00472,llsrv
Longline survey,2001,Male,24,0,0,llsrv
Longline survey,2001,Male,25,15,0.07075,llsrv
Longline survey,2002,Female,2,9,0.03846,llsrv
Longline survey,2002,Female,3,5,0.02137,llsrv
Longline survey,2002,Female,4,32,0.13675,llsrv
Longline survey,2002,Female,5,13,0.05556,llsrv
Longline survey,2002,Female,6,71,0.30342,llsrv
Longline survey,2002,Female,7,29,0.12393,llsrv
Longline survey,2002,Female,8,14,0.05983,llsrv
Longline survey,2002,Female,9,33,0.14103,llsrv
Longline survey,2002,Female,10,8,0.03419,llsrv
Longline survey,2002,Female,11,5,0.02137,llsrv
Longline survey,2002,Female,12,7,0.02991,llsrv
Longline survey,2002,Female,13,2,0.00855,llsrv
Longline survey,2002,Female,14,2,0.00855,llsrv
Longline survey,2002,Female,15,0,0,llsrv
Longline survey,2002,Female,16,0,0,llsrv
Longline survey,2002,Female,17,0,0,llsrv
Longline survey,2002,Female,18,0,0,llsrv
Longline survey,2002,Female,19,0,0,llsrv
Longline survey,2002,Female,20,1,0.00427,llsrv
Longline survey,2002,Female,21,0,0,llsrv
Longline survey,2002,Female,22,0,0,llsrv
Longline survey,2002,Female,23,0,0,llsrv
Longline survey,2002,Female,24,1,0.00427,llsrv
Longline survey,2002,Female,25,2,0.00855,llsrv
Longline survey,2002,Male,2,11,0.04059,llsrv
Longline survey,2002,Male,3,4,0.01476,llsrv
Longline survey,2002,Male,4,31,0.11439,llsrv
Longline survey,2002,Male,5,20,0.0738,llsrv
Longline survey,2002,Male,6,60,0.2214,llsrv
Longline survey,2002,Male,7,29,0.10701,llsrv
Longline survey,2002,Male,8,17,0.06273,llsrv
Longline survey,2002,Male,9,37,0.13653,llsrv
Longline survey,2002,Male,10,12,0.04428,llsrv
Longline survey,2002,Male,11,4,0.01476,llsrv
Longline survey,2002,Male,12,10,0.0369,llsrv
Longline survey,2002,Male,13,9,0.03321,llsrv
Longline survey,2002,Male,14,2,0.00738,llsrv
Longline survey,2002,Male,15,2,0.00738,llsrv
Longline survey,2002,Male,16,3,0.01107,llsrv
Longline survey,2002,Male,17,1,0.00369,llsrv
Longline survey,2002,Male,18,2,0.00738,llsrv
Longline survey,2002,Male,19,2,0.00738,llsrv
Longline survey,2002,Male,20,1,0.00369,llsrv
Longline survey,2002,Male,21,3,0.01107,llsrv
Longline survey,2002,Male,22,1,0.00369,llsrv
Longline survey,2002,Male,23,0,0,llsrv
Longline survey,2002,Male,24,0,0,llsrv
Longline survey,2002,Male,25,10,0.0369,llsrv
Longline survey,2003,Female,2,0,0,llsrv
Longline survey,2003,Female,3,4,0.01878,llsrv
Longline survey,2003,Female,4,17,0.07981,llsrv
Longline survey,2003,Female,5,19,0.0892,llsrv
Longline survey,2003,Female,6,41,0.19249,llsrv
Longline survey,2003,Female,7,37,0.17371,llsrv
Longline survey,2003,Female,8,26,0.12207,llsrv
Longline survey,2003,Female,9,21,0.09859,llsrv
Longline survey,2003,Female,10,20,0.0939,llsrv
Longline survey,2003,Female,11,9,0.04225,llsrv
Longline survey,2003,Female,12,5,0.02347,llsrv
Longline survey,2003,Female,13,2,0.00939,llsrv
Longline survey,2003,Female,14,1,0.00469,llsrv
Longline survey,2003,Female,15,3,0.01408,llsrv
Longline survey,2003,Female,16,2,0.00939,llsrv
Longline survey,2003,Female,17,0,0,llsrv
Longline survey,2003,Female,18,1,0.00469,llsrv
Longline survey,2003,Female,19,0,0,llsrv
Longline survey,2003,Female,20,0,0,llsrv
Longline survey,2003,Female,21,0,0,llsrv
Longline survey,2003,Female,22,1,0.00469,llsrv
Longline survey,2003,Female,23,1,0.00469,llsrv
Longline survey,2003,Female,24,0,0,llsrv
Longline survey,2003,Female,25,3,0.01408,llsrv
Longline survey,2003,Male,2,0,0,llsrv
Longline survey,2003,Male,3,5,0.02203,llsrv
Longline survey,2003,Male,4,15,0.06608,llsrv
Longline survey,2003,Male,5,18,0.0793,llsrv
Longline survey,2003,Male,6,26,0.11454,llsrv
Longline survey,2003,Male,7,37,0.163,llsrv
Longline survey,2003,Male,8,36,0.15859,llsrv
Longline survey,2003,Male,9,20,0.08811,llsrv
Longline survey,2003,Male,10,20,0.08811,llsrv
Longline survey,2003,Male,11,11,0.04846,llsrv
Longline survey,2003,Male,12,11,0.04846,llsrv
Longline survey,2003,Male,13,7,0.03084,llsrv
Longline survey,2003,Male,14,0,0,llsrv
Longline survey,2003,Male,15,2,0.00881,llsrv
Longline survey,2003,Male,16,0,0,llsrv
Longline survey,2003,Male,17,5,0.02203,llsrv
Longline survey,2003,Male,18,0,0,llsrv
Longline survey,2003,Male,19,2,0.00881,llsrv
Longline survey,2003,Male,20,0,0,llsrv
Longline survey,2003,Male,21,0,0,llsrv
Longline survey,2003,Male,22,0,0,llsrv
Longline survey,2003,Male,23,1,0.00441,llsrv
Longline survey,2003,Male,24,0,0,llsrv
Longline survey,2003,Male,25,11,0.04846,llsrv
Longline survey,2004,Female,2,0,0,llsrv
Longline survey,2004,Female,3,0,0,llsrv
Longline survey,2004,Female,4,20,0.07905,llsrv
Longline survey,2004,Female,5,42,0.16601,llsrv
Longline survey,2004,Female,6,35,0.13834,llsrv
Longline survey,2004,Female,7,49,0.19368,llsrv
Longline survey,2004,Female,8,32,0.12648,llsrv
Longline survey,2004,Female,9,26,0.10277,llsrv
Longline survey,2004,Female,10,20,0.07905,llsrv
Longline survey,2004,Female,11,13,0.05138,llsrv
Longline survey,2004,Female,12,6,0.02372,llsrv
Longline survey,2004,Female,13,3,0.01186,llsrv
Longline survey,2004,Female,14,2,0.00791,llsrv
Longline survey,2004,Female,15,1,0.00395,llsrv
Longline survey,2004,Female,16,1,0.00395,llsrv
Longline survey,2004,Female,17,1,0.00395,llsrv
Longline survey,2004,Female,18,0,0,llsrv
Longline survey,2004,Female,19,0,0,llsrv
Longline survey,2004,Female,20,0,0,llsrv
Longline survey,2004,Female,21,0,0,llsrv
Longline survey,2004,Female,22,0,0,llsrv
Longline survey,2004,Female,23,0,0,llsrv
Longline survey,2004,Female,24,1,0.00395,llsrv
Longline survey,2004,Female,25,1,0.00395,llsrv
Longline survey,2004,Male,2,0,0,llsrv
Longline survey,2004,Male,3,1,0.00386,llsrv
Longline survey,2004,Male,4,19,0.07336,llsrv
Longline survey,2004,Male,5,35,0.13514,llsrv
Longline survey,2004,Male,6,35,0.13514,llsrv
Longline survey,2004,Male,7,46,0.17761,llsrv
Longline survey,2004,Male,8,36,0.139,llsrv
Longline survey,2004,Male,9,25,0.09653,llsrv
Longline survey,2004,Male,10,13,0.05019,llsrv
Longline survey,2004,Male,11,14,0.05405,llsrv
Longline survey,2004,Male,12,9,0.03475,llsrv
Longline survey,2004,Male,13,6,0.02317,llsrv
Longline survey,2004,Male,14,2,0.00772,llsrv
Longline survey,2004,Male,15,0,0,llsrv
Longline survey,2004,Male,16,2,0.00772,llsrv
Longline survey,2004,Male,17,1,0.00386,llsrv
Longline survey,2004,Male,18,0,0,llsrv
Longline survey,2004,Male,19,0,0,llsrv
Longline survey,2004,Male,20,0,0,llsrv
Longline survey,2004,Male,21,1,0.00386,llsrv
Longline survey,2004,Male,22,2,0.00772,llsrv
Longline survey,2004,Male,23,1,0.00386,llsrv
Longline survey,2004,Male,24,0,0,llsrv
Longline survey,2004,Male,25,11,0.04247,llsrv
Longline survey,2006,Female,2,1,0.00455,llsrv
Longline survey,2006,Female,3,10,0.04545,llsrv
Longline survey,2006,Female,4,11,0.05,llsrv
Longline survey,2006,Female,5,11,0.05,llsrv
Longline survey,2006,Female,6,25,0.11364,llsrv
Longline survey,2006,Female,7,31,0.14091,llsrv
Longline survey,2006,Female,8,35,0.15909,llsrv
Longline survey,2006,Female,9,27,0.12273,llsrv
Longline survey,2006,Female,10,23,0.10455,llsrv
Longline survey,2006,Female,11,21,0.09545,llsrv
Longline survey,2006,Female,12,8,0.03636,llsrv
Longline survey,2006,Female,13,6,0.02727,llsrv
Longline survey,2006,Female,14,4,0.01818,llsrv
Longline survey,2006,Female,15,2,0.00909,llsrv
Longline survey,2006,Female,16,0,0,llsrv
Longline survey,2006,Female,17,0,0,llsrv
Longline survey,2006,Female,18,1,0.00455,llsrv
Longline survey,2006,Female,19,0,0,llsrv
Longline survey,2006,Female,20,0,0,llsrv
Longline survey,2006,Female,21,0,0,llsrv
Longline survey,2006,Female,22,0,0,llsrv
Longline survey,2006,Female,23,0,0,llsrv
Longline survey,2006,Female,24,1,0.00455,llsrv
Longline survey,2006,Female,25,3,0.01364,llsrv
Longline survey,2006,Male,2,0,0,llsrv
Longline survey,2006,Male,3,7,0.02881,llsrv
Longline survey,2006,Male,4,13,0.0535,llsrv
Longline survey,2006,Male,5,9,0.03704,llsrv
Longline survey,2006,Male,6,23,0.09465,llsrv
Longline survey,2006,Male,7,27,0.11111,llsrv
Longline survey,2006,Male,8,41,0.16872,llsrv
Longline survey,2006,Male,9,31,0.12757,llsrv
Longline survey,2006,Male,10,12,0.04938,llsrv
Longline survey,2006,Male,11,24,0.09877,llsrv
Longline survey,2006,Male,12,21,0.08642,llsrv
Longline survey,2006,Male,13,8,0.03292,llsrv
Longline survey,2006,Male,14,2,0.00823,llsrv
Longline survey,2006,Male,15,2,0.00823,llsrv
Longline survey,2006,Male,16,4,0.01646,llsrv
Longline survey,2006,Male,17,3,0.01235,llsrv
Longline survey,2006,Male,18,1,0.00412,llsrv
Longline survey,2006,Male,19,2,0.00823,llsrv
Longline survey,2006,Male,20,2,0.00823,llsrv
Longline survey,2006,Male,21,1,0.00412,llsrv
Longline survey,2006,Male,22,1,0.00412,llsrv
Longline survey,2006,Male,23,1,0.00412,llsrv
Longline survey,2006,Male,24,1,0.00412,llsrv
Longline survey,2006,Male,25,7,0.02881,llsrv
Longline survey,2007,Female,2,0,0,llsrv
Longline survey,2007,Female,3,6,0.02459,llsrv
Longline survey,2007,Female,4,26,0.10656,llsrv
Longline survey,2007,Female,5,35,0.14344,llsrv
Longline survey,2007,Female,6,24,0.09836,llsrv
Longline survey,2007,Female,7,35,0.14344,llsrv
Longline survey,2007,Female,8,29,0.11885,llsrv
Longline survey,2007,Female,9,21,0.08607,llsrv
Longline survey,2007,Female,10,27,0.11066,llsrv
Longline survey,2007,Female,11,10,0.04098,llsrv
Longline survey,2007,Female,12,12,0.04918,llsrv
Longline survey,2007,Female,13,8,0.03279,llsrv
Longline survey,2007,Female,14,3,0.0123,llsrv
Longline survey,2007,Female,15,1,0.0041,llsrv
Longline survey,2007,Female,16,3,0.0123,llsrv
Longline survey,2007,Female,17,2,0.0082,llsrv
Longline survey,2007,Female,18,0,0,llsrv
Longline survey,2007,Female,19,0,0,llsrv
Longline survey,2007,Female,20,0,0,llsrv
Longline survey,2007,Female,21,0,0,llsrv
Longline survey,2007,Female,22,1,0.0041,llsrv
Longline survey,2007,Female,23,0,0,llsrv
Longline survey,2007,Female,24,0,0,llsrv
Longline survey,2007,Female,25,1,0.0041,llsrv
Longline survey,2007,Male,2,2,0.00823,llsrv
Longline survey,2007,Male,3,11,0.04527,llsrv
Longline survey,2007,Male,4,24,0.09877,llsrv
Longline survey,2007,Male,5,18,0.07407,llsrv
Longline survey,2007,Male,6,17,0.06996,llsrv
Longline survey,2007,Male,7,24,0.09877,llsrv
Longline survey,2007,Male,8,29,0.11934,llsrv
Longline survey,2007,Male,9,31,0.12757,llsrv
Longline survey,2007,Male,10,21,0.08642,llsrv
Longline survey,2007,Male,11,16,0.06584,llsrv
Longline survey,2007,Male,12,16,0.06584,llsrv
Longline survey,2007,Male,13,6,0.02469,llsrv
Longline survey,2007,Male,14,2,0.00823,llsrv
Longline survey,2007,Male,15,8,0.03292,llsrv
Longline survey,2007,Male,16,1,0.00412,llsrv
Longline survey,2007,Male,17,3,0.01235,llsrv
Longline survey,2007,Male,18,1,0.00412,llsrv
Longline survey,2007,Male,19,2,0.00823,llsrv
Longline survey,2007,Male,20,1,0.00412,llsrv
Longline survey,2007,Male,21,0,0,llsrv
Longline survey,2007,Male,22,1,0.00412,llsrv
Longline survey,2007,Male,23,2,0.00823,llsrv
Longline survey,2007,Male,24,0,0,llsrv
Longline survey,2007,Male,25,7,0.02881,llsrv
Longline survey,2008,Female,2,0,0,llsrv
Longline survey,2008,Female,3,6,0.0249,llsrv
Longline survey,2008,Female,4,9,0.03734,llsrv
Longline survey,2008,Female,5,16,0.06639,llsrv
Longline survey,2008,Female,6,16,0.06639,llsrv
Longline survey,2008,Female,7,21,0.08714,llsrv
Longline survey,2008,Female,8,27,0.11203,llsrv
Longline survey,2008,Female,9,35,0.14523,llsrv
Longline survey,2008,Female,10,28,0.11618,llsrv
Longline survey,2008,Female,11,21,0.08714,llsrv
Longline survey,2008,Female,12,24,0.09959,llsrv
Longline survey,2008,Female,13,6,0.0249,llsrv
Longline survey,2008,Female,14,4,0.0166,llsrv
Longline survey,2008,Female,15,9,0.03734,llsrv
Longline survey,2008,Female,16,5,0.02075,llsrv
Longline survey,2008,Female,17,4,0.0166,llsrv
Longline survey,2008,Female,18,3,0.01245,llsrv
Longline survey,2008,Female,19,0,0,llsrv
Longline survey,2008,Female,20,0,0,llsrv
Longline survey,2008,Female,21,0,0,llsrv
Longline survey,2008,Female,22,0,0,llsrv
Longline survey,2008,Female,23,1,0.00415,llsrv
Longline survey,2008,Female,24,0,0,llsrv
Longline survey,2008,Female,25,6,0.0249,llsrv
Longline survey,2008,Male,2,0,0,llsrv
Longline survey,2008,Male,3,4,0.0127,llsrv
Longline survey,2008,Male,4,15,0.04762,llsrv
Longline survey,2008,Male,5,17,0.05397,llsrv
Longline survey,2008,Male,6,12,0.0381,llsrv
Longline survey,2008,Male,7,22,0.06984,llsrv
Longline survey,2008,Male,8,37,0.11746,llsrv
Longline survey,2008,Male,9,32,0.10159,llsrv
Longline survey,2008,Male,10,33,0.10476,llsrv
Longline survey,2008,Male,11,31,0.09841,llsrv
Longline survey,2008,Male,12,31,0.09841,llsrv
Longline survey,2008,Male,13,15,0.04762,llsrv
Longline survey,2008,Male,14,11,0.03492,llsrv
Longline survey,2008,Male,15,9,0.02857,llsrv
Longline survey,2008,Male,16,8,0.0254,llsrv
Longline survey,2008,Male,17,7,0.02222,llsrv
Longline survey,2008,Male,18,1,0.00317,llsrv
Longline survey,2008,Male,19,4,0.0127,llsrv
Longline survey,2008,Male,20,6,0.01905,llsrv
Longline survey,2008,Male,21,4,0.0127,llsrv
Longline survey,2008,Male,22,1,0.00317,llsrv
Longline survey,2008,Male,23,1,0.00317,llsrv
Longline survey,2008,Male,24,1,0.00317,llsrv
Longline survey,2008,Male,25,13,0.04127,llsrv
Longline survey,2009,Female,2,0,0,llsrv
Longline survey,2009,Female,3,4,0.01905,llsrv
Longline survey,2009,Female,4,11,0.05238,llsrv
Longline survey,2009,Female,5,13,0.0619,llsrv
Longline survey,2009,Female,6,12,0.05714,llsrv
Longline survey,2009,Female,7,17,0.08095,llsrv
Longline survey,2009,Female,8,21,0.1,llsrv
Longline survey,2009,Female,9,16,0.07619,llsrv
Longline survey,2009,Female,10,16,0.07619,llsrv
Longline survey,2009,Female,11,25,0.11905,llsrv
Longline survey,2009,Female,12,19,0.09048,llsrv
Longline survey,2009,Female,13,14,0.06667,llsrv
Longline survey,2009,Female,14,11,0.05238,llsrv
Longline survey,2009,Female,15,9,0.04286,llsrv
Longline survey,2009,Female,16,6,0.02857,llsrv
Longline survey,2009,Female,17,5,0.02381,llsrv
Longline survey,2009,Female,18,0,0,llsrv
Longline survey,2009,Female,19,4,0.01905,llsrv
Longline survey,2009,Female,20,1,0.00476,llsrv
Longline survey,2009,Female,21,4,0.01905,llsrv
Longline survey,2009,Female,22,1,0.00476,llsrv
Longline survey,2009,Female,23,1,0.00476,llsrv
Longline survey,2009,Female,24,0,0,llsrv
Longline survey,2009,Female,25,0,0,llsrv
Longline survey,2009,Male,2,0,0,llsrv
Longline survey,2009,Male,3,4,0.0201,llsrv
Longline survey,2009,Male,4,7,0.03518,llsrv
Longline survey,2009,Male,5,9,0.04523,llsrv
Longline survey,2009,Male,6,11,0.05528,llsrv
Longline survey,2009,Male,7,10,0.05025,llsrv
Longline survey,2009,Male,8,22,0.11055,llsrv
Longline survey,2009,Male,9,19,0.09548,llsrv
Longline survey,2009,Male,10,20,0.1005,llsrv
Longline survey,2009,Male,11,18,0.09045,llsrv
Longline survey,2009,Male,12,11,0.05528,llsrv
Longline survey,2009,Male,13,24,0.1206,llsrv
Longline survey,2009,Male,14,5,0.02513,llsrv
Longline survey,2009,Male,15,5,0.02513,llsrv
Longline survey,2009,Male,16,7,0.03518,llsrv
Longline survey,2009,Male,17,3,0.01508,llsrv
Longline survey,2009,Male,18,4,0.0201,llsrv
Longline survey,2009,Male,19,1,0.00503,llsrv
Longline survey,2009,Male,20,6,0.03015,llsrv
Longline survey,2009,Male,21,0,0,llsrv
Longline survey,2009,Male,22,1,0.00503,llsrv
Longline survey,2009,Male,23,2,0.01005,llsrv
Longline survey,2009,Male,24,1,0.00503,llsrv
Longline survey,2009,Male,25,9,0.04523,llsrv
Longline survey,2010,Female,2,4,0.01646,llsrv
Longline survey,2010,Female,3,26,0.107,llsrv
Longline survey,2010,Female,4,38,0.15638,llsrv
Longline survey,2010,Female,5,41,0.16872,llsrv
Longline survey,2010,Female,6,30,0.12346,llsrv
Longline survey,2010,Female,7,22,0.09053,llsrv
Longline survey,2010,Female,8,18,0.07407,llsrv
Longline survey,2010,Female,9,14,0.05761,llsrv
Longline survey,2010,Female,10,14,0.05761,llsrv
Longline survey,2010,Female,11,7,0.02881,llsrv
Longline survey,2010,Female,12,8,0.03292,llsrv
Longline survey,2010,Female,13,10,0.04115,llsrv
Longline survey,2010,Female,14,2,0.00823,llsrv
Longline survey,2010,Female,15,2,0.00823,llsrv
Longline survey,2010,Female,16,1,0.00412,llsrv
Longline survey,2010,Female,17,3,0.01235,llsrv
Longline survey,2010,Female,18,1,0.00412,llsrv
Longline survey,2010,Female,19,0,0,llsrv
Longline survey,2010,Female,20,0,0,llsrv
Longline survey,2010,Female,21,1,0.00412,llsrv
Longline survey,2010,Female,22,0,0,llsrv
Longline survey,2010,Female,23,1,0.00412,llsrv
Longline survey,2010,Female,24,0,0,llsrv
Longline survey,2010,Female,25,0,0,llsrv
Longline survey,2010,Male,2,4,0.01951,llsrv
Longline survey,2010,Male,3,28,0.13659,llsrv
Longline survey,2010,Male,4,47,0.22927,llsrv
Longline survey,2010,Male,5,21,0.10244,llsrv
Longline survey,2010,Male,6,17,0.08293,llsrv
Longline survey,2010,Male,7,20,0.09756,llsrv
Longline survey,2010,Male,8,6,0.02927,llsrv
Longline survey,2010,Male,9,5,0.02439,llsrv
Longline survey,2010,Male,10,8,0.03902,llsrv
Longline survey,2010,Male,11,6,0.02927,llsrv
Longline survey,2010,Male,12,7,0.03415,llsrv
Longline survey,2010,Male,13,8,0.03902,llsrv
Longline survey,2010,Male,14,4,0.01951,llsrv
Longline survey,2010,Male,15,4,0.01951,llsrv
Longline survey,2010,Male,16,3,0.01463,llsrv
Longline survey,2010,Male,17,2,0.00976,llsrv
